,Basal,Secretory-1,Secretory-2,Secretory-3,Multiciliated,Ionocyte/Tuft,PNEC,Cell cycle,Ribosomal,Shared-1,Shared-2,Shared-3,CHIR,IL13,IFNA,IFNG-1,IFNG-2,IFNG-3,TGFB1-1,TGFB1-2
AFAP1,6.32E-04,7.27E-04,3.19E-04,2.32E-04,3.65E-06,5.97E-04,0.00E+00,1.36E-04,3.29E-04,0.00E+00,1.64E-04,3.12E-04,1.39E-04,3.53E-04,1.66E-04,3.80E-04,1.95E-04,2.23E-04,6.02E-04,2.12E-04
AFAP1L2,2.57E-05,0.00E+00,0.00E+00,0.00E+00,9.43E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.20E-04,2.54E-04,1.74E-04,0.00E+00,0.00E+00,1.08E-04,9.74E-05,2.89E-05,1.29E-03,7.82E-04
AFF4,5.44E-04,8.39E-04,6.96E-04,5.49E-04,1.71E-04,6.55E-04,3.29E-04,1.83E-04,3.05E-04,3.33E-04,4.55E-04,3.09E-04,7.34E-04,4.87E-04,7.57E-04,5.55E-04,7.19E-04,7.07E-04,7.42E-04,6.50E-04
AGPAT5,3.80E-04,2.55E-05,1.77E-04,6.54E-05,5.11E-04,2.33E-04,3.81E-04,7.86E-04,4.28E-04,1.71E-04,5.06E-06,1.86E-04,2.63E-04,0.00E+00,0.00E+00,2.19E-04,1.54E-04,0.00E+00,0.00E+00,1.23E-04
AGR2,0.00E+00,8.35E-04,3.26E-03,1.49E-03,5.05E-05,0.00E+00,9.49E-06,8.00E-05,1.34E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.68E-04,4.22E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
AGR3,0.00E+00,0.00E+00,2.10E-04,2.02E-04,3.36E-03,4.29E-05,5.05E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.10E-04,3.35E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
AGT,0.00E+00,0.00E+00,3.68E-05,2.47E-04,0.00E+00,0.00E+00,6.78E-03,1.99E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.85E-06,0.00E+00,2.12E-04,1.02E-04,0.00E+00
AHCYL2,5.38E-05,6.28E-04,1.69E-03,0.00E+00,6.96E-05,3.85E-05,1.73E-04,0.00E+00,5.09E-04,0.00E+00,4.58E-04,0.00E+00,0.00E+00,1.02E-03,4.00E-04,0.00E+00,1.00E-04,7.94E-04,0.00E+00,8.36E-05
AHNAK,1.75E-03,1.20E-03,3.51E-05,4.92E-04,4.25E-04,4.53E-04,0.00E+00,3.37E-04,1.14E-03,2.88E-04,2.32E-03,1.44E-03,2.87E-04,2.29E-04,0.00E+00,1.00E-03,5.43E-04,2.72E-04,5.56E-04,3.29E-04
AHNAK2,1.67E-03,4.38E-04,0.00E+00,0.00E+00,1.03E-03,6.44E-05,0.00E+00,0.00E+00,2.22E-04,0.00E+00,1.47E-03,1.06E-03,6.47E-04,0.00E+00,0.00E+00,7.06E-04,1.78E-04,4.20E-05,9.18E-04,1.21E-03
AIM2,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.25E-05,0.00E+00,0.00E+00,0.00E+00,1.66E-03,1.74E-04,9.41E-04,4.65E-04,0.00E+00,0.00E+00
AJUBA,1.49E-03,0.00E+00,1.01E-04,3.25E-05,2.67E-05,0.00E+00,0.00E+00,3.71E-04,2.50E-04,0.00E+00,0.00E+00,7.27E-04,0.00E+00,0.00E+00,8.08E-05,1.49E-03,1.04E-03,0.00E+00,7.56E-05,4.67E-05
AK3,5.69E-04,9.66E-04,7.21E-04,1.14E-04,1.85E-04,4.56E-04,1.84E-04,1.31E-04,8.54E-04,4.14E-04,5.99E-04,0.00E+00,9.30E-04,7.11E-04,4.08E-04,4.61E-05,7.53E-04,6.60E-04,4.19E-04,2.93E-04
AK4,9.39E-04,6.68E-04,5.49E-04,0.00E+00,0.00E+00,8.24E-05,1.13E-04,1.04E-04,5.41E-04,0.00E+00,3.07E-05,6.39E-04,5.76E-04,1.45E-04,2.27E-04,4.79E-04,1.26E-03,0.00E+00,0.00E+00,1.15E-04
AK7,9.68E-06,0.00E+00,2.85E-05,0.00E+00,2.57E-03,2.65E-06,0.00E+00,4.16E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.61E-06,0.00E+00,0.00E+00,7.15E-06,3.13E-06,3.01E-05,0.00E+00,0.00E+00
AKAP12,3.99E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.02E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.40E-04,1.64E-03,1.23E-04
AKAP14,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.34E-03,0.00E+00,5.82E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
AKAP2,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.45E-05,1.41E-03,8.13E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.05E-03,0.00E+00,4.86E-05,0.00E+00,1.16E-03,1.68E-03,2.49E-05,2.54E-04,1.52E-04
AKIRIN1,8.14E-04,9.24E-04,6.49E-04,2.22E-04,4.83E-04,1.05E-03,3.32E-04,2.34E-04,3.31E-04,3.10E-04,6.66E-04,5.84E-04,4.49E-04,5.19E-04,2.74E-04,5.68E-04,7.54E-04,7.61E-04,5.06E-04,3.24E-04
AKR1B1,6.17E-04,2.07E-04,2.06E-06,1.93E-04,2.83E-04,5.43E-03,3.94E-04,1.24E-04,9.31E-05,5.83E-04,4.65E-04,2.86E-04,1.29E-03,3.18E-04,1.75E-04,6.82E-04,8.59E-05,2.11E-05,4.01E-04,6.31E-04
AKR1B10,7.36E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.27E-03,9.22E-05,0.00E+00,1.75E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.16E-06,0.00E+00,1.49E-04,0.00E+00,0.00E+00
AKR1C1,3.55E-04,0.00E+00,2.10E-04,2.49E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.22E-04,0.00E+00,3.48E-05,0.00E+00,2.08E-04,0.00E+00,5.97E-05,6.90E-04,0.00E+00,0.00E+00,8.68E-05,4.17E-05
AKR1C2,5.19E-04,5.00E-04,1.87E-04,1.15E-03,0.00E+00,0.00E+00,5.27E-05,1.29E-04,6.88E-04,0.00E+00,7.48E-04,0.00E+00,4.62E-04,0.00E+00,4.52E-04,3.22E-04,0.00E+00,0.00E+00,2.13E-04,2.44E-04
AKR1C3,8.77E-04,3.73E-04,1.36E-04,6.05E-04,3.41E-04,0.00E+00,5.50E-06,2.11E-05,6.20E-04,0.00E+00,3.07E-04,0.00E+00,3.78E-05,0.00E+00,8.77E-04,0.00E+00,0.00E+00,0.00E+00,3.35E-04,7.02E-04
AL031587.6,8.46E-04,3.99E-04,9.29E-05,1.65E-04,1.87E-04,1.90E-05,4.17E-05,0.00E+00,2.24E-04,0.00E+00,5.13E-04,5.95E-04,1.30E-04,2.44E-04,3.48E-05,9.32E-04,6.95E-04,5.65E-04,5.74E-04,6.50E-04
AL034417.3,0.00E+00,7.08E-05,2.55E-05,1.75E-04,4.64E-06,3.10E-05,0.00E+00,0.00E+00,1.79E-05,0.00E+00,1.11E-06,1.63E-04,1.87E-05,0.00E+00,3.72E-05,8.08E-05,0.00E+00,1.72E-04,3.41E-05,5.19E-06
AL118508.1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.11E-04,0.00E+00,0.00E+00,3.64E-05,0.00E+00,0.00E+00,2.67E-04,0.00E+00,1.30E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.17E-03,0.00E+00,4.43E-05
AL121761.2,0.00E+00,4.04E-04,0.00E+00,2.04E-05,1.82E-05,0.00E+00,0.00E+00,0.00E+00,3.43E-04,2.15E-03,1.19E-03,0.00E+00,0.00E+00,5.38E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
AL121989.1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.32E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.02E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
AL132780.4,1.15E-05,1.55E-05,1.47E-05,0.00E+00,1.43E-05,1.82E-04,4.36E-06,1.35E-05,4.93E-05,5.17E-04,0.00E+00,0.00E+00,6.32E-05,2.50E-04,0.00E+00,0.00E+00,0.00E+00,8.49E-05,2.90E-05,1.30E-05
AL133453.1,9.16E-06,6.77E-04,3.56E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.04E-04,2.81E-04,3.39E-04,5.77E-04,1.31E-04,0.00E+00,1.02E-04,5.15E-05,0.00E+00,3.60E-05,5.07E-05
AL158206.1,5.45E-05,5.37E-04,0.00E+00,2.65E-04,1.76E-04,0.00E+00,4.84E-06,1.60E-05,0.00E+00,9.03E-04,1.15E-04,0.00E+00,4.85E-04,2.37E-04,4.28E-04,0.00E+00,0.00E+00,1.14E-03,1.58E-04,2.27E-04
AL161431.1,0.00E+00,3.28E-04,0.00E+00,5.39E-04,2.74E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.37E-03,0.00E+00,2.06E-04,4.52E-04,1.53E-03,0.00E+00,4.41E-04,0.00E+00,1.73E-04,6.18E-04,0.00E+00
AL353708.1,3.64E-05,1.22E-04,1.07E-04,1.82E-04,2.14E-04,2.27E-04,2.08E-05,0.00E+00,4.74E-05,0.00E+00,7.81E-05,0.00E+00,6.49E-05,2.39E-04,1.58E-04,6.56E-04,2.23E-04,0.00E+00,7.91E-05,1.93E-04
AL355607.2,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.69E-04,0.00E+00,5.12E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.08E-04,7.03E-04
AL357093.2,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.60E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.19E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
AL499616.1,0.00E+00,5.24E-05,3.95E-05,0.00E+00,0.00E+00,1.50E-04,2.21E-04,9.28E-05,5.81E-05,1.96E-04,5.16E-05,0.00E+00,4.50E-05,1.44E-04,0.00E+00,1.33E-04,0.00E+00,7.11E-05,4.03E-05,0.00E+00
AL512274.1,3.82E-05,3.79E-04,5.97E-05,0.00E+00,6.25E-04,2.36E-04,0.00E+00,0.00E+00,0.00E+00,7.59E-04,1.13E-03,0.00E+00,4.76E-05,2.84E-04,4.82E-05,3.86E-04,1.72E-04,6.93E-04,3.46E-04,0.00E+00
AL512413.1,4.96E-06,2.18E-04,9.30E-05,2.07E-05,1.23E-05,0.00E+00,0.00E+00,0.00E+00,7.72E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.70E-06,0.00E+00,6.16E-05,0.00E+00,0.00E+00,0.00E+00
AL596325.2,0.00E+00,4.73E-06,0.00E+00,2.81E-04,5.63E-05,0.00E+00,0.00E+00,0.00E+00,2.48E-05,0.00E+00,8.31E-06,1.52E-04,1.48E-05,1.95E-04,0.00E+00,1.52E-05,1.01E-04,0.00E+00,0.00E+00,9.63E-05
AL603756.1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.81E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.39E-05,9.93E-04,4.19E-04,3.72E-04,0.00E+00,0.00E+00
AL662907.3,2.14E-05,1.67E-04,9.17E-05,1.30E-05,4.71E-05,1.18E-04,2.66E-05,6.51E-05,6.75E-05,0.00E+00,0.00E+00,0.00E+00,1.76E-04,1.94E-04,1.43E-04,8.73E-05,4.03E-04,0.00E+00,1.19E-04,1.06E-04
AL731684.1,4.61E-05,1.20E-05,5.14E-05,0.00E+00,0.00E+00,0.00E+00,1.42E-05,9.53E-04,4.49E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.16E-04,0.00E+00,1.47E-04,2.44E-06,1.28E-05,0.00E+00,2.56E-05
ALAD,1.74E-04,9.44E-04,3.83E-04,6.11E-04,3.78E-04,2.14E-04,7.72E-05,1.37E-04,3.94E-04,3.49E-05,4.69E-04,0.00E+00,1.40E-05,3.76E-04,2.82E-04,0.00E+00,0.00E+00,7.42E-05,2.02E-04,1.70E-04
ALDH1A1,0.00E+00,0.00E+00,1.40E-03,2.48E-03,1.91E-03,9.05E-05,0.00E+00,0.00E+00,5.91E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.08E-03,9.26E-05,0.00E+00,0.00E+00,1.04E-04,0.00E+00,0.00E+00
ALDH1A2,1.97E-04,1.97E-06,7.33E-05,0.00E+00,1.23E-06,1.04E-04,1.40E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.65E-07,2.59E-05,1.40E-03,2.69E-05,1.25E-04,0.00E+00,6.81E-06,3.35E-05,0.00E+00
ALDH1A3,0.00E+00,2.40E-04,6.00E-04,4.88E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.10E-04,2.73E-04,0.00E+00,0.00E+00,9.61E-04,0.00E+00,0.00E+00,0.00E+00,2.06E-03,3.10E-03,0.00E+00
ALDH1L2,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.91E-04,0.00E+00,0.00E+00,0.00E+00,2.11E-03,5.13E-04,0.00E+00,2.82E-06,1.10E-04
ALDH2,5.32E-04,4.57E-04,2.03E-03,1.05E-03,1.23E-04,1.21E-04,3.57E-05,3.13E-05,5.33E-04,0.00E+00,3.70E-04,0.00E+00,2.05E-04,1.84E-04,0.00E+00,1.84E-05,1.36E-04,1.43E-04,5.85E-04,3.68E-04
ALDH3A1,1.51E-03,0.00E+00,0.00E+00,4.78E-04,2.55E-03,0.00E+00,0.00E+00,0.00E+00,7.90E-04,2.42E-05,0.00E+00,0.00E+00,0.00E+00,6.87E-05,8.84E-05,0.00E+00,0.00E+00,2.28E-05,0.00E+00,0.00E+00
ALDH3A2,1.38E-03,4.88E-05,2.33E-04,6.89E-04,6.34E-04,2.63E-04,6.03E-05,9.01E-04,1.44E-03,1.83E-04,2.06E-04,0.00E+00,0.00E+00,3.39E-04,5.35E-04,3.96E-04,0.00E+00,4.66E-04,0.00E+00,0.00E+00
ALDH3B1,0.00E+00,4.24E-04,4.99E-04,4.23E-04,3.45E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.85E-05,6.34E-04,0.00E+00,2.58E-05,3.41E-04,0.00E+00,0.00E+00
ALDH7A1,9.16E-04,6.27E-04,2.31E-04,4.79E-05,1.15E-04,4.47E-05,2.52E-04,5.39E-04,9.10E-04,0.00E+00,1.70E-04,0.00E+00,1.05E-04,1.89E-04,5.41E-04,0.00E+00,5.22E-04,3.81E-04,3.64E-04,6.14E-04
ALKAL1,0.00E+00,1.54E-05,0.00E+00,2.21E-04,0.00E+00,1.01E-03,1.77E-04,0.00E+00,0.00E+00,1.70E-04,0.00E+00,0.00E+00,1.81E-04,2.96E-04,0.00E+00,1.36E-06,0.00E+00,7.19E-04,6.17E-05,0.00E+00
ALOX15,0.00E+00,0.00E+00,0.00E+00,5.81E-05,9.97E-04,0.00E+00,0.00E+00,1.13E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.67E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
ALOX15B,6.28E-04,1.09E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.22E-04,0.00E+00,2.21E-03,1.59E-04,0.00E+00,7.98E-04,0.00E+00,0.00E+00,1.16E-04,0.00E+00,0.00E+00,0.00E+00
ALOX5AP,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.46E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.52E-06,0.00E+00,1.86E-05,0.00E+00,1.87E-04,0.00E+00,0.00E+00,1.60E-04,1.31E-03
ALPL,0.00E+00,0.00E+00,1.02E-03,0.00E+00,0.00E+00,6.77E-05,5.87E-06,4.00E-04,1.18E-04,5.95E-04,3.63E-04,0.00E+00,0.00E+00,3.25E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
AMACR,2.84E-04,1.18E-04,3.27E-04,3.40E-08,1.26E-04,6.12E-03,0.00E+00,1.30E-04,2.50E-04,9.69E-06,1.03E-04,1.07E-04,3.42E-04,1.63E-04,1.66E-04,3.27E-05,2.43E-04,9.86E-05,2.85E-04,4.19E-04
AMD1,4.26E-04,4.27E-04,7.69E-04,3.66E-04,1.01E-04,2.69E-04,1.94E-04,5.43E-04,5.69E-04,9.55E-04,3.57E-04,2.19E-04,6.70E-04,7.31E-04,8.50E-05,6.37E-04,6.11E-04,3.09E-04,0.00E+00,1.04E-05
AMIGO2,3.97E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.65E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.12E-04,1.64E-03
AMOTL1,1.09E-03,1.68E-04,0.00E+00,0.00E+00,0.00E+00,3.07E-05,1.81E-04,1.07E-04,7.41E-05,0.00E+00,8.08E-04,7.11E-04,4.64E-04,1.01E-05,9.97E-05,6.83E-04,3.59E-04,2.46E-05,1.72E-04,4.72E-04
AMOTL2,1.65E-04,3.89E-04,9.82E-04,8.33E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.54E-04,0.00E+00,2.51E-04,0.00E+00,0.00E+00,3.92E-04,1.77E-03,1.07E-04,1.47E-03,5.61E-04,0.00E+00
AMTN,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.83E-04,2.40E-03
ANGPTL4,0.00E+00,3.10E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.96E-04,0.00E+00,2.61E-03,7.53E-05,3.53E-06,5.22E-05,0.00E+00,1.22E-03,0.00E+00,0.00E+00,3.13E-04
ANKH,1.30E-03,0.00E+00,0.00E+00,1.22E-04,0.00E+00,2.38E-04,2.41E-05,3.66E-04,2.87E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.63E-04,5.68E-05,0.00E+00,0.00E+00,1.40E-03
ANKLE2,4.17E-04,5.52E-04,2.75E-04,2.61E-04,1.30E-04,7.13E-05,1.58E-04,2.03E-04,8.32E-05,2.57E-04,5.03E-04,1.12E-03,9.77E-05,4.13E-04,3.42E-04,5.28E-04,2.11E-04,4.14E-04,1.55E-03,9.24E-04
ANKRD1,0.00E+00,1.80E-04,0.00E+00,1.24E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.45E-04,1.44E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.04E-05,7.68E-04,0.00E+00
ANKRD11,7.99E-04,8.33E-04,5.61E-04,3.24E-04,3.28E-04,3.70E-04,2.38E-04,3.32E-04,5.17E-04,1.01E-07,3.17E-04,4.82E-04,3.50E-04,5.92E-04,4.75E-04,1.35E-03,8.52E-04,4.00E-04,7.15E-04,7.36E-04
ANKRD36C,8.51E-05,2.66E-04,1.28E-03,9.23E-05,3.36E-04,2.48E-04,2.81E-04,1.38E-04,0.00E+00,1.67E-04,0.00E+00,1.19E-04,0.00E+00,3.36E-04,0.00E+00,5.94E-05,2.58E-05,0.00E+00,6.69E-05,1.12E-04
ANKRD37,9.19E-05,6.74E-04,0.00E+00,3.99E-04,1.40E-03,1.22E-04,2.09E-04,6.75E-05,3.25E-05,1.02E-04,3.35E-04,2.52E-04,0.00E+00,0.00E+00,1.13E-04,0.00E+00,1.79E-05,0.00E+00,0.00E+00,2.24E-06
ANKRD66,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.39E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
ANLN,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.53E-04,0.00E+00,0.00E+00,9.72E-03,0.00E+00,0.00E+00,0.00E+00,5.57E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.36E-05,0.00E+00
ANO1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.65E-04,0.00E+00,0.00E+00,1.58E-03,7.91E-05,0.00E+00,4.12E-03,0.00E+00,7.53E-05,0.00E+00,0.00E+00,1.48E-04,1.60E-04
ANOS1,3.33E-04,0.00E+00,0.00E+00,3.68E-05,1.31E-05,2.24E-04,0.00E+00,1.27E-04,8.56E-05,0.00E+00,0.00E+00,0.00E+00,1.65E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.57E-03,1.16E-03
ANP32B,5.01E-04,8.00E-04,7.83E-04,2.01E-04,1.98E-04,3.27E-04,1.62E-04,2.25E-03,1.58E-03,0.00E+00,4.71E-04,3.35E-04,1.59E-04,4.32E-04,2.58E-04,9.80E-04,9.23E-04,5.05E-04,1.47E-04,1.28E-04
ANPEP,0.00E+00,0.00E+00,4.48E-04,1.06E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.53E-05,0.00E+00
ANTXR2,0.00E+00,5.52E-04,1.96E-04,1.69E-04,2.30E-04,2.95E-04,0.00E+00,7.34E-05,1.37E-05,1.73E-04,0.00E+00,2.12E-03,2.12E-04,1.15E-04,3.36E-04,0.00E+00,1.71E-04,2.33E-04,1.96E-04,2.06E-04
ANXA1,5.23E-05,2.34E-04,0.00E+00,2.30E-04,5.97E-04,3.75E-04,1.32E-05,0.00E+00,0.00E+00,3.62E-03,2.95E-03,8.32E-05,0.00E+00,1.27E-03,4.85E-05,2.01E-03,6.97E-05,2.51E-03,1.26E-04,0.00E+00
ANXA10,1.05E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.14E-04,0.00E+00,0.00E+00,5.39E-04,6.00E-05,8.55E-04,0.00E+00,0.00E+00,0.00E+00,3.93E-04,0.00E+00,0.00E+00,0.00E+00
ANXA2,1.26E-03,1.02E-03,3.40E-04,2.03E-04,5.78E-04,9.75E-05,1.17E-04,5.05E-04,8.54E-04,4.92E-04,2.39E-03,2.28E-03,2.80E-04,1.30E-03,0.00E+00,7.96E-04,8.95E-04,5.41E-04,1.62E-03,1.00E-03
ANXA3,2.21E-05,0.00E+00,6.68E-05,0.00E+00,1.49E-04,2.69E-04,0.00E+00,9.67E-05,0.00E+00,4.71E-04,4.62E-05,1.75E-03,1.69E-04,7.59E-04,0.00E+00,2.70E-03,7.22E-04,8.85E-04,1.14E-03,0.00E+00
ANXA4,1.03E-03,7.62E-04,7.69E-05,3.02E-04,4.69E-04,3.20E-03,1.77E-04,1.07E-04,5.81E-04,0.00E+00,9.14E-05,0.00E+00,6.12E-04,1.40E-03,1.12E-03,8.48E-05,6.60E-04,7.06E-04,7.40E-04,4.92E-04
ANXA5,7.12E-04,8.33E-05,6.31E-04,8.22E-04,4.46E-04,2.14E-04,2.77E-04,5.13E-04,2.29E-04,0.00E+00,0.00E+00,2.59E-03,5.04E-04,3.25E-04,0.00E+00,1.79E-03,2.90E-04,2.59E-04,5.96E-04,1.34E-03
AP000357.2,0.00E+00,3.46E-05,0.00E+00,5.28E-04,0.00E+00,4.02E-05,3.53E-04,0.00E+00,0.00E+00,5.25E-05,3.94E-05,0.00E+00,4.34E-06,0.00E+00,5.78E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.29E-06
AP000892.3,0.00E+00,0.00E+00,0.00E+00,2.17E-05,2.00E-05,0.00E+00,7.59E-05,2.72E-05,0.00E+00,0.00E+00,0.00E+00,8.58E-04,0.00E+00,0.00E+00,0.00E+00,2.14E-04,0.00E+00,0.00E+00,1.04E-03,1.24E-04
AP000904.1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.22E-04,0.00E+00,3.04E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.45E-04,2.31E-04
AP001525.1,6.35E-06,5.87E-05,5.24E-05,0.00E+00,1.48E-05,0.00E+00,1.56E-06,0.00E+00,0.00E+00,0.00E+00,4.00E-05,0.00E+00,1.01E-05,8.96E-05,1.47E-04,2.19E-04,2.20E-04,1.32E-04,2.79E-05,7.89E-05
AP002498.1,0.00E+00,5.65E-07,6.37E-04,4.70E-05,0.00E+00,0.00E+00,1.56E-05,0.00E+00,0.00E+00,6.99E-04,0.00E+00,0.00E+00,0.00E+00,6.25E-04,0.00E+00,0.00E+00,0.00E+00,1.84E-04,0.00E+00,0.00E+00
AP1AR,1.05E-04,5.22E-04,2.23E-04,2.48E-04,2.11E-04,4.36E-04,4.04E-04,3.13E-04,4.55E-04,7.80E-04,1.02E-04,0.00E+00,4.47E-04,9.31E-05,1.77E-04,7.04E-04,3.31E-04,2.20E-04,1.82E-04,6.25E-05
AP2B1,1.21E-03,6.01E-04,6.39E-04,1.32E-04,3.62E-04,9.00E-04,5.26E-04,9.00E-04,2.85E-04,0.00E+00,0.00E+00,1.29E-03,5.79E-04,1.06E-03,0.00E+00,4.09E-04,5.63E-04,6.62E-05,7.10E-04,5.45E-04
AP2M1,7.73E-04,1.04E-03,3.07E-04,8.64E-04,2.66E-04,3.07E-04,1.06E-04,2.06E-04,2.42E-04,0.00E+00,1.52E-03,7.11E-04,1.62E-03,1.71E-03,3.91E-04,1.68E-04,3.02E-04,6.13E-05,3.52E-04,8.47E-04
APIP,0.00E+00,5.09E-04,7.88E-04,7.16E-04,9.73E-05,4.30E-04,3.19E-04,1.23E-04,8.23E-04,0.00E+00,0.00E+00,0.00E+00,2.66E-04,2.91E-04,5.49E-04,0.00E+00,0.00E+00,1.05E-03,0.00E+00,5.20E-05
APLP2,2.21E-03,2.23E-03,8.37E-04,7.73E-04,2.27E-04,1.53E-03,2.05E-04,7.13E-05,1.68E-04,1.04E-04,9.04E-04,7.63E-04,7.87E-04,6.14E-04,5.94E-04,2.86E-04,7.14E-04,7.58E-04,6.37E-04,7.18E-04
